,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
143,Grandview,47730,Valid,L5,6400.0,Found,2008,32.788333,-101.938333,"(32.788333, -101.938333)",POINT (-101.938333 32.788333),None_Found,Texas,Dawson County,United States,914.0,TX,48
144,Grassland,10959,Valid,L4,4400.0,Found,1964,33.11667,-101.58333,"(33.11667, -101.58333)",POINT (-101.58333 33.11667),None_Found,Texas,Lynn County,United States,887.0,TX,48
145,Griffith,11204,Valid,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667,"(33.71667, -102.81667)",POINT (-102.81667 33.71667),None_Found,Texas,Cochran County,United States,1164.0,TX,48
146,Gruver,11428,Valid,H4,13100.0,Found,1934,36.33333,-101.4,"(36.33333, -101.4)",POINT (-101.4 36.33333),None_Found,Texas,Hansford County,United States,972.0,TX,48
147,Guadaloupe County,11430,Valid,Iron,20.5,Found,1950,29.5,-98.0,"(29.5, -98.0)",POINT (-98 29.5),None_Found,Texas,Guadalupe County,United States,170.0,TX,48
148,Hale Center (no. 1),11477,Valid,L5,610.0,Found,1936,34.05,-101.75,"(34.05, -101.75)",POINT (-101.75 34.05),None_Found,Texas,Hale County,United States,1018.0,TX,48
149,Hale Center (no. 2),11478,Valid,H4,695.0,Found,1936,34.05,-101.75,"(34.05, -101.75)",POINT (-101.75 34.05),None_Found,Texas,Hale County,United States,1018.0,TX,48
150,Hamilton (Texas),11484,Valid,OC,2700.0,Found,1965,31.59333,-98.25,"(31.59333, -98.25)",POINT (-98.25 31.59333),None_Found,Texas,Hamilton County,United States,416.0,TX,48
151,Happy (a),11818,Valid,H3,2860.0,Found,1971,35.68,-101.99333,"(35.68, -101.99333)",POINT (-101.99333 35.68),None_Found,Texas,Moore County,United States,1135.0,TX,48
152,Happy (b),11819,Valid,OC,2505.0,Found,1972,34.59333,-101.99333,"(34.59333, -101.99333)",POINT (-101.99333 34.59333),None_Found,Texas,Swisher County,United States,1120.0,TX,48
153,Happy (c),11820,Valid,OC,884.3,Found,1971,34.58333,-102.05,"(34.58333, -102.05)",POINT (-102.05 34.58333),None_Found,Texas,Castro County,United States,1129.0,TX,48
154,Happy Canyon,11821,Valid,EL6/7,16300.0,Found,1971,34.80167,-101.56667,"(34.80167, -101.56667)",POINT (-101.56667 34.80167),None_Found,Texas,Armstrong County,United States,1038.0,TX,48
155,Hart,56555,Valid,CK3,966.0,Found,2010,34.37718,-102.11672,"(34.37718, -102.11672)",POINT (-102.11672 34.37718),None_Found,Texas,Castro County,United States,1115.0,TX,48
156,Hart Camp,11846,Valid,H6,1200.0,Found,1970,33.99833,-102.17667,"(33.99833, -102.17667)",POINT (-102.17667 33.99833),None_Found,Texas,Lamb County,United States,1073.0,TX,48
157,Hartley,11847,Valid,L,2100.0,Found,1967,35.94167,-102.16,"(35.94167, -102.16)",POINT (-102.16 35.94167),None_Found,Texas,Moore County,United States,1161.0,TX,48
158,Haskell,11849,Valid,L5,36000.0,Found,1909,33.21333,-99.73167,"(33.21333, -99.73167)",POINT (-99.73167 33.21333),None_Found,Texas,Haskell County,United States,482.0,TX,48
159,Hereford,11876,Valid,OC,2276.0,Found,1970,33.795,-102.24167,"(33.795, -102.24167)",POINT (-102.24167 33.795),None_Found,Texas,Hockley County,United States,1053.0,TX,48
160,Holliday,11897,Valid,Iron,12.0,Found,1950,33.75,-98.83333,"(33.75, -98.83333)",POINT (-98.83333 33.75),None_Found,Texas,Archer County,United States,339.0,TX,48
161,Howe,11914,Valid,H5,8630.0,Found,1938,33.5,-96.6,"(33.5, -96.6)",POINT (-96.6 33.5),None_Found,Texas,Grayson County,United States,253.0,TX,48
162,Hub,11921,Valid,L5,6452.0,Found,1991,34.54,-102.59433,"(34.54, -102.59433)",POINT (-102.59433 34.54),None_Found,Texas,Parmer County,United States,1224.0,TX,48
163,Hueco Tanks,11923,Valid,L6,314.0,Found,1985,31.91667,-106.15,"(31.91667, -106.15)",POINT (-106.15 31.91667),None_Found,Texas,El Paso County,United States,1271.0,TX,48
164,Hueco Tanks (b),11924,Valid,H5,150.0,Found,1985,31.91667,-106.15,"(31.91667, -106.15)",POINT (-106.15 31.91667),None_Found,Texas,El Paso County,United States,1271.0,TX,48
165,Iredell,12046,Valid,"Iron, IIAB",1500.0,Found,1898,31.96667,-97.86667,"(31.96667, -97.86667)",POINT (-97.86667 31.96667),None_Found,Texas,Bosque County,United States,305.0,TX,48
166,Jonah,12200,Valid,H5,1304.0,Found,1963,30.625,-97.53333,"(30.625, -97.53333)",POINT (-97.53333 30.625),None_Found,Texas,Williamson County,United States,192.0,TX,48
167,Junction,12212,Valid,L5,241.0,Found,1932,30.5,-99.83333,"(30.5, -99.83333)",POINT (-99.83333 30.5),None_Found,Texas,Kimble County,United States,606.0,TX,48
168,Kaffir (a),12223,Valid,L5,1874.9,Found,1965,34.62333,-101.91667,"(34.62333, -101.91667)",POINT (-101.91667 34.62333),None_Found,Texas,Swisher County,United States,1102.0,TX,48
169,Kaffir (b),12224,Valid,H4,3500.0,Found,1966,34.67167,-101.815,"(34.67167, -101.815)",POINT (-101.815 34.67167),None_Found,Texas,Swisher County,United States,1083.0,TX,48
170,Kaffir (c),12225,Valid,L6,7947.0,Found,1980,34.67167,-101.815,"(34.67167, -101.815)",POINT (-101.815 34.67167),None_Found,Texas,Swisher County,United States,1083.0,TX,48
171,Kaffir (d),12226,Valid,L5,26760.0,Found,1981,34.67167,-101.815,"(34.67167, -101.815)",POINT (-101.815 34.67167),None_Found,Texas,Swisher County,United States,1083.0,TX,48
172,Kaufman,12267,Valid,L5,23000.0,Found,1893,32.58333,-96.41667,"(32.58333, -96.41667)",POINT (-96.41667 32.58333),None_Found,Texas,Kaufman County,United States,128.0,TX,48
173,Kendall County,12274,Valid,"Iron, IAB-ung",21000.0,Found,1887,29.4,-98.5,"(29.4, -98.5)",POINT (-98.5 29.4),None_Found,Texas,Bexar County,United States,192.0,TX,48
174,Kimble County,12311,Valid,H6,153800.0,Found,1918,30.41667,-99.4,"(30.41667, -99.4)",POINT (-99.4 30.41667),None_Found,Texas,Kimble County,United States,603.0,TX,48
175,Kress (a),12358,Valid,L6,12500.0,Found,1951,34.35833,-101.73,"(34.35833, -101.73)",POINT (-101.73 34.35833),None_Found,Texas,Swisher County,United States,1054.0,TX,48
176,Kress (b),12359,Valid,L4,2600.0,Found,1966,34.35833,-101.73,"(34.35833, -101.73)",POINT (-101.73 34.35833),None_Found,Texas,Swisher County,United States,1054.0,TX,48
177,Kress (c),12360,Valid,L6,5600.0,Found,1978,34.33833,-101.71667,"(34.33833, -101.71667)",POINT (-101.71667 34.33833),None_Found,Texas,Swisher County,United States,1051.0,TX,48
178,Kress (d),12361,Valid,H5,57.0,Found,1994,34.38333,-101.71667,"(34.38333, -101.71667)",POINT (-101.71667 34.38333),None_Found,Texas,Swisher County,United States,1050.0,TX,48
179,Kyle,12389,Valid,L6,7780.0,Found,1965,29.975,-97.86667,"(29.975, -97.86667)",POINT (-97.86667 29.975),None_Found,Texas,Hays County,United States,212.0,TX,48
180,La Villa,12405,Valid,H4,19800.0,Found,1956,26.27167,-97.90167,"(26.27167, -97.90167)",POINT (-97.90167 26.27167),None_Found,Texas,Hidalgo County,United States,19.0,TX,48
181,Laketon,12448,Valid,L6,3600.0,Found,1937,35.56667,-100.66667,"(35.56667, -100.66667)",POINT (-100.66667 35.56667),None_Found,Texas,Gray County,United States,936.0,TX,48
182,Lakeview,12449,Valid,H4,1238.0,Found,1970,34.53333,-101.7,"(34.53333, -101.7)",POINT (-101.7 34.53333),None_Found,Texas,Swisher County,United States,1042.0,TX,48
183,Lamesa,12452,Valid,"Iron, IAB-sLM",16900.0,Found,1981,32.88333,-101.88333,"(32.88333, -101.88333)",POINT (-101.88333 32.88333),None_Found,Texas,Dawson County,United States,913.0,TX,48
184,Lazbuddie,12746,Valid,LL5,8600.0,Found,1970,34.5,-102.75,"(34.5, -102.75)",POINT (-102.75 34.5),None_Found,Texas,Parmer County,United States,1233.0,TX,48
185,Leander,12753,Valid,L4,760.0,Found,1940,30.6,-97.9,"(30.6, -97.9)",POINT (-97.9 30.6),None_Found,Texas,Williamson County,United States,330.0,TX,48
186,Leslie,12771,Valid,H5,895.0,Found,1968,34.61139,-100.855,"(34.61139, -100.855)",POINT (-100.855 34.61139),None_Found,Texas,Hall County,United States,620.0,TX,48
187,Lider (a),14648,Valid,L5,2160.0,Found,1972,34.655,-101.64,"(34.655, -101.64)",POINT (-101.64 34.655),None_Found,Texas,Swisher County,United States,1048.0,TX,48
188,Lider (b),14649,Valid,H5,1800.0,Found,1972,34.655,-101.64,"(34.655, -101.64)",POINT (-101.64 34.655),None_Found,Texas,Swisher County,United States,1048.0,TX,48
189,Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,1975,30.52213,-99.73698,"(30.52213, -99.73698)",POINT (-99.73698 30.52213),None_Found,Texas,Kimble County,United States,550.0,TX,48
190,Lockney,14672,Valid,L6,824.0,Found,1944,34.15,-101.3,"(34.15, -101.3)",POINT (-101.3 34.15),None_Found,Texas,Floyd County,United States,975.0,TX,48
191,Lone Star,14682,Valid,H4,4300.0,Found,1965,34.25972,-101.40833,"(34.25972, -101.40833)",POINT (-101.40833 34.25972),None_Found,Texas,Floyd County,United States,993.0,TX,48
192,Loop,14702,Valid,L6,5600.0,Found,1962,32.9,-102.28333,"(32.9, -102.28333)",POINT (-102.28333 32.9),None_Found,Texas,Gaines County,United States,962.0,TX,48
193,Loop (b),14703,Valid,H,1600.0,Found,1964,32.99167,-102.38833,"(32.99167, -102.38833)",POINT (-102.38833 32.99167),None_Found,Texas,Terry County,United States,1001.0,TX,48
194,Loop (c),14704,Valid,OC,861.0,Found,1964,32.98333,-102.38833,"(32.98333, -102.38833)",POINT (-102.38833 32.98333),None_Found,Texas,Terry County,United States,1001.0,TX,48
195,Lost Draw,14713,Valid,OC,309.0,Found,1980,33.28944,-102.54306,"(33.28944, -102.54306)",POINT (-102.54306 33.28944),None_Found,Texas,Terry County,United States,1072.0,TX,48
196,Lubbock,14722,Valid,L5,1457.8,Found,1938,33.6,-101.73333,"(33.6, -101.73333)",POINT (-101.73333 33.6),None_Found,Texas,Lubbock County,United States,965.0,TX,48
197,Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,1973,32.83611,-99.60417,"(32.83611, -99.60417)",POINT (-99.60417 32.83611),None_Found,Texas,Shackelford County,United States,477.0,TX,48
198,Mart,15435,Valid,"Iron, IVA",7140.0,Found,1898,31.5,-96.88333,"(31.5, -96.88333)",POINT (-96.88333 31.5),None_Found,Texas,McLennan County,United States,161.0,TX,48
199,McAddo,15457,Valid,L6,1100.0,Found,1935,33.75,-100.93333,"(33.75, -100.93333)",POINT (-100.93333 33.75),None_Found,Texas,Dickens County,United States,897.0,TX,48
200,McKenzie Draw (a),15461,Valid,H4,11800.0,Found,1989,32.925,-102.625,"(32.925, -102.625)",POINT (-102.625 32.925),None_Found,Texas,Gaines County,United States,1038.0,TX,48
201,McKenzie Draw (b),15462,Valid,H4,2990.0,Found,1989,32.925,-102.625,"(32.925, -102.625)",POINT (-102.625 32.925),None_Found,Texas,Gaines County,United States,1038.0,TX,48
202,McKinney,15463,Valid,L4,150000.0,Found,1870,33.18333,-96.71667,"(33.18333, -96.71667)",POINT (-96.71667 33.18333),None_Found,Texas,Collin County,United States,229.0,TX,48
203,McLean,15464,Valid,H6,4300.0,Found,1939,35.23333,-100.6,"(35.23333, -100.6)",POINT (-100.6 35.23333),None_Found,Texas,Gray County,United States,876.0,TX,48
204,Meadow (a),15465,Valid,H5,1495.0,Found,1975,33.33139,-102.26889,"(33.33139, -102.26889)",POINT (-102.26889 33.33139),None_Found,Texas,Terry County,United States,1029.0,TX,48
205,Meadow (b),15466,Valid,L6,691.0,Found,1981,33.33139,-102.26889,"(33.33139, -102.26889)",POINT (-102.26889 33.33139),None_Found,Texas,Terry County,United States,1029.0,TX,48
206,Mereta,15488,Valid,H4,1417.5,Found,1941,31.42611,-100.13333,"(31.42611, -100.13333)",POINT (-100.13333 31.42611),None_Found,Texas,Tom Green County,United States,542.0,TX,48
207,Mertzon,15490,Valid,"Iron, IAB-ung",3720.0,Found,1943,31.26667,-100.83333,"(31.26667, -100.83333)",POINT (-100.83333 31.26667),None_Found,Texas,Irion County,United States,695.0,TX,48
208,Miami,16630,Valid,H5,57700.0,Found,1930,35.66667,-100.6,"(35.66667, -100.6)",POINT (-100.6 35.66667),None_Found,Texas,Roberts County,United States,906.0,TX,48
209,Monahans (1938),16718,Valid,"Iron, IIF",27900.0,Found,1938,31.48333,-102.88333,"(31.48333, -102.88333)",POINT (-102.88333 31.48333),None_Found,Texas,Ward County,United States,771.0,TX,48
210,Monument Draw,16732,Valid,Acapulcoite,524.5,Found,1985,32.50333,-102.74333,"(32.50333, -102.74333)",POINT (-102.74333 32.50333),None_Found,Texas,Andrews County,United States,1005.0,TX,48
211,Morton,16753,Valid,H6,6400.0,Found,1980,33.71667,-102.76667,"(33.71667, -102.76667)",POINT (-102.76667 33.71667),None_Found,Texas,Cochran County,United States,1151.0,TX,48
212,Mulberry Draw,16845,Valid,L5,9716.0,Found,1963,35.63333,-100.13333,"(35.63333, -100.13333)",POINT (-100.13333 35.63333),None_Found,Texas,Hemphill County,United States,791.0,TX,48
213,Muleshoe,16846,Valid,H4/6,3600.0,Found,1972,34.12167,-102.695,"(34.12167, -102.695)",POINT (-102.695 34.12167),None_Found,Texas,Bailey County,United States,1179.0,TX,48
214,Myersville,16886,Valid,OC,5397.0,Found,1969,28.95,-97.40278,"(28.95, -97.40278)",POINT (-97.40278 28.95),None_Found,Texas,DeWitt County,United States,85.0,TX,48
215,Naruna (a),16916,Valid,H4,672.3,Found,1935,30.95,-98.26667,"(30.95, -98.26667)",POINT (-98.26667 30.95),None_Found,Texas,Burnet County,United States,448.0,TX,48
216,Naruna (b),16917,Valid,H4,513.3,Found,1942,30.95,-98.28333,"(30.95, -98.28333)",POINT (-98.28333 30.95),None_Found,Texas,Burnet County,United States,460.0,TX,48
217,Nazareth (a),16928,Valid,L6,44.0,Found,1938,34.5,-102.25,"(34.5, -102.25)",POINT (-102.25 34.5),None_Found,Texas,Castro County,United States,1161.0,TX,48
218,Nazareth (b),16929,Valid,L6,3600.0,Found,1967,34.5,-102.25,"(34.5, -102.25)",POINT (-102.25 34.5),None_Found,Texas,Castro County,United States,1161.0,TX,48
219,Nazareth (c),16930,Valid,H5,222.0,Found,1970,34.58333,-102.08333,"(34.58333, -102.08333)",POINT (-102.08333 34.58333),None_Found,Texas,Castro County,United States,1139.0,TX,48
220,Nazareth (d),16931,Valid,H6,1500.0,Found,1968,34.58333,-102.08333,"(34.58333, -102.08333)",POINT (-102.08333 34.58333),None_Found,Texas,Castro County,United States,1139.0,TX,48
221,Nazareth (e),16932,Valid,H6,13100.0,Found,1977,34.58333,-102.05,"(34.58333, -102.05)",POINT (-102.05 34.58333),None_Found,Texas,Castro County,United States,1129.0,TX,48
222,Nazareth (iron),16933,Valid,"Iron, IIIAB",11310.0,Found,1968,34.52667,-102.105,"(34.52667, -102.105)",POINT (-102.105 34.52667),None_Found,Texas,Castro County,United States,1144.0,TX,48
223,Needmore,16937,Valid,OC,1793.0,Found,1976,34.04472,-102.79917,"(34.04472, -102.79917)",POINT (-102.79917 34.04472),None_Found,Texas,Bailey County,United States,1173.0,TX,48
224,New Deal,52094,Valid,H6,266.0,Found,2010,33.721,-101.8389,"(33.721, -101.8389)",POINT (-101.8389 33.721),None_Found,Texas,Lubbock County,United States,1001.0,TX,48
225,New Lynn,16956,Valid,L6,800.0,Found,1986,33.17,-101.63833,"(33.17, -101.63833)",POINT (-101.63833 33.17),None_Found,Texas,Lynn County,United States,905.0,TX,48
226,New Moore (a),16958,Valid,OC,100.3,Found,1972,33.11667,-102.11667,"(33.11667, -102.11667)",POINT (-102.11667 33.11667),None_Found,Texas,Terry County,United States,959.0,TX,48
227,New Moore (b),16959,Valid,OC,200.0,Found,1975,33.11833,-102.11333,"(33.11833, -102.11333)",POINT (-102.11333 33.11833),None_Found,Texas,Terry County,United States,960.0,TX,48
228,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,1932,28.866670000000006,-97.61667,"(28.86667, -97.61667)",POINT (-97.61667 28.86667),None_Found,Texas,DeWitt County,United States,96.0,TX,48
229,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950,27.5,-99.5,"(27.5, -99.5)",POINT (-99.5 27.5),None_Found,Texas,Webb County,United States,125.0,TX,48
230,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922,31.71667,-102.4,"(31.71667, -102.4)",POINT (-102.4 31.71667),None_Found,Texas,Ector County,United States,904.0,TX,48
231,O'Donnell,17987,Valid,H5,12700.0,Found,1992,32.91217,-101.91867,"(32.91217, -101.91867)",POINT (-101.91867 32.91217),None_Found,Texas,Dawson County,United States,933.0,TX,48
232,Olton,18016,Valid,H3.5,953.0,Found,1948,34.16722,-102.13361,"(34.16722, -102.13361)",POINT (-102.13361 34.16722),None_Found,Texas,Lamb County,United States,1094.0,TX,48
233,Ozona,18066,Valid,H6,127500.0,Found,1929,30.73333,-101.3,"(30.73333, -101.3)",POINT (-101.3 30.73333),None_Found,Texas,Crockett County,United States,775.0,TX,48
234,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935,34.9,-101.21667,"(34.9, -101.21667)",POINT (-101.21667 34.9),None_Found,Texas,Armstrong County,United States,999.0,TX,48
235,Panhandle,18096,Valid,H5,1360.0,Found,1969,35.33333,-101.38333,"(35.33333, -101.38333)",POINT (-101.38333 35.33333),None_Found,Texas,Carson County,United States,1054.0,TX,48
236,Patricia,18115,Valid,H5,14900.0,Found,1983,32.5,-102.03333,"(32.5, -102.03333)",POINT (-102.03333 32.5),None_Found,Texas,Martin County,United States,890.0,TX,48
237,Peck's Spring,18182,Valid,L5,1600.0,Found,1926,32.0,-102.0,"(32.0, -102.0)",POINT (-102 32),None_Found,Texas,Midland County,United States,836.0,TX,48
238,Pedernales,34062,Valid,"Iron, IAB complex",691.0,Found,1980,30.33333,-98.95,"(30.33333, -98.95)",POINT (-98.95 30.33333),None_Found,Texas,Gillespie County,United States,613.0,TX,48
239,Pep,18791,Valid,OC,591.0,Found,1966,33.73,-102.57667,"(33.73, -102.57667)",POINT (-102.57667 33.73),None_Found,Texas,Hockley County,United States,1113.0,TX,48
240,Perryton,18794,Valid,LL6,2114.0,Found,1975,36.35333,-100.73167,"(36.35333, -100.73167)",POINT (-100.73167 36.35333),None_Found,Texas,Ochiltree County,United States,888.0,TX,48
241,Pipe Creek,18830,Valid,H6,13600.0,Found,1887,29.68333,-98.91667,"(29.68333, -98.91667)",POINT (-98.91667 29.68333),None_Found,Texas,Bandera County,United States,409.0,TX,48
242,Plains,18839,Valid,H5,34300.0,Found,1964,33.28333,-102.76667,"(33.28333, -102.76667)",POINT (-102.76667 33.28333),None_Found,Texas,Yoakum County,United States,1116.0,TX,48
243,Plains (d),18840,Valid,H4,280.0,Found,1991,33.26667,-102.9,"(33.26667, -102.9)",POINT (-102.9 33.26667),None_Found,Texas,Yoakum County,United States,1144.0,TX,48
244,Plainview (1917),18841,Valid,H5,700000.0,Found,1917,34.11667,-101.78333,"(34.11667, -101.78333)",POINT (-101.78333 34.11667),None_Found,Texas,Hale County,United States,1032.0,TX,48
245,Plainview (1950),18842,Valid,H,2200.0,Found,1950,34.11667,-101.78333,"(34.11667, -101.78333)",POINT (-101.78333 34.11667),None_Found,Texas,Hale County,United States,1032.0,TX,48
246,Plainview (c),18843,Valid,OC,631.0,Found,1963,34.125,-101.75667,"(34.125, -101.75667)",POINT (-101.75667 34.125),None_Found,Texas,Hale County,United States,1030.0,TX,48
247,Plainview (d),18844,Valid,L6,700.0,Found,1979,34.1875,-101.70417,"(34.1875, -101.70417)",POINT (-101.70417 34.1875),None_Found,Texas,Hale County,United States,1025.0,TX,48
248,Plainview (e),54437,Valid,H5,1250.0,Found,2010,34.18513,-101.70558,"(34.18513, -101.70558)",POINT (-101.70558 34.18513),None_Found,Texas,Hale County,United States,1024.0,TX,48
249,Pony Creek,18866,Valid,H4,4642.0,Found,1947,31.66333,-99.95,"(31.66333, -99.95)",POINT (-99.95 31.66333),None_Found,Texas,Runnels County,United States,521.0,TX,48
250,Post,18877,Valid,L,2000.0,Found,1965,33.11667,-101.38333,"(33.11667, -101.38333)",POINT (-101.38333 33.11667),None_Found,Texas,Garza County,United States,808.0,TX,48
251,Purmela,32771,Valid,"Iron, IIF",4500.0,Found,1977,29.5,-98.05,"(29.5, -98.05)",POINT (-98.05 29.5),None_Found,Texas,Guadalupe County,United States,181.0,TX,48
252,Red River,22548,Valid,"Iron, IIIAB",800000.0,Found,1808,32.0,-95.0,"(32.0, -95.0)",POINT (-95 32),None_Found,Texas,Cherokee County,United States,102.0,TX,48
253,Rhineland,22595,Valid,H5,6240.0,Found,1961,33.53333,-99.61667,"(33.53333, -99.61667)",POINT (-99.61667 33.53333),None_Found,Texas,Knox County,United States,431.0,TX,48
254,Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951,31.9,-96.4,"(31.9, -96.4)",POINT (-96.4 31.9),None_Found,Texas,Navarro County,United States,112.0,TX,48
255,Rock Creek,22638,Valid,L5,1641.0,Found,1980,34.42222,-101.4975,"(34.42222, -101.4975)",POINT (-101.4975 34.42222),None_Found,Texas,Swisher County,United States,1014.0,TX,48
256,Romero,22651,Valid,H4,17200.0,Found,1938,35.76667,-102.95,"(35.76667, -102.95)",POINT (-102.95 35.76667),None_Found,Texas,Hartley County,United States,1250.0,TX,48
257,Rosebud,22767,Valid,H5,54900.0,Found,1915,30.81667,-97.05,"(30.81667, -97.05)",POINT (-97.05 30.81667),None_Found,Texas,Milam County,United States,139.0,TX,48
258,Round Top (a),22768,Valid,L5,9935.0,Found,1934,30.05806,-96.65139,"(30.05806, -96.65139)",POINT (-96.65139 30.05806),None_Found,Texas,Fayette County,United States,124.0,TX,48
259,Round Top (b),22769,Valid,H4,7166.0,Found,1939,30.06667,-96.7,"(30.06667, -96.7)",POINT (-96.7 30.06667),None_Found,Texas,Fayette County,United States,126.0,TX,48
260,Saginaw,22797,Valid,Iron,44500.0,Found,1979,32.865829999999995,-97.32306,"(32.86583, -97.32306)",POINT (-97.32306 32.86583),None_Found,Texas,Tarrant County,United States,200.0,TX,48
