,COU,Large subnational region,Land cover class,Value,Unit Code
4694,KHM,Area under National Administration 1,Sparse vegetation,0.0,KM2
4714,KHM,Kampong Speu,Tree cover,2398.663508,KM2
4729,KHM,Kampong Chhnang,Shrubland,29.367919999999998,KM2
4734,KHM,Kampong Chhnang,Cropland,3786.065876,KM2
4739,KHM,Kampong Thom,Grassland,207.19840399999998,KM2
4744,KHM,Kampong Thom,Artificial surfaces,0.38642,KM2
4754,KHM,Phnom Penh,Wetland,3.632348,KM2
4759,KHM,Phnom Penh,Artificial surfaces,167.938132,KM2
4779,KHM,Pursat,Wetland,587.667536,KM2
4784,KHM,Pursat,Shrubland,243.212748,KM2
4789,KHM,Pursat,Bare area,0.0,KM2
4794,KHM,Kratie,Tree cover,7538.513212000001,KM2
4799,KHM,Kratie,Grassland,50.930156,KM2
4824,KHM,Battambang,Shrubland,101.164756,KM2
4829,KHM,Battambang,Cropland,8882.095552,KM2
4834,KHM,Battambang,Inland water,22.644212,KM2
4849,KHM,Siem Reap,Artificial surfaces,22.79878,KM2
4869,KHM,Svay Rieng,Tree cover,79.679804,KM2
4874,KHM,Svay Rieng,Sparse vegetation,0.0,KM2
4889,KHM,Pailin,Bare area,0.0,KM2
4909,KHM,Banteay Meanchey,Tree cover,139.033916,KM2
4914,KHM,Banteay Meanchey,Bare area,0.0,KM2
4944,KHM,Ratanak Kiri,Tree cover,8220.003524,KM2
4949,KHM,Ratanak Kiri,Grassland,16.770628,KM2
4954,KHM,Ratanak Kiri,Shrubland,1119.690592,KM2
4959,KHM,Ratanak Kiri,Sparse vegetation,0.0,KM2
4964,KHM,Ratanak Kiri,Bare area,0.0,KM2
4974,KHM,Otdar Meanchey,Inland water,14.065688,KM2
4979,KHM,Takeo,Shrubland,10.510624,KM2
4984,KHM,Takeo,Artificial surfaces,2.31852,KM2
4989,KHM,Takeo,Bare area,0.0,KM2
5009,KHM,Kampot,Tree cover,1375.964336,KM2
5014,KHM,Kampot,Grassland,43.974596,KM2
5019,KHM,Kampot,Shrubland,217.86359600000003,KM2
5024,KHM,Kampot,Cropland,3066.088132,KM2
5029,KHM,Kampot,Artificial surfaces,4.327904,KM2
5034,KHM,Kampot,Inland water,12.520008,KM2
5054,KHM,Stung Treng,Cropland,1355.5613600000001,KM2
5059,KHM,Stung Treng,Inland water,560.927272,KM2
5069,KHM,Kampong Cham,Tree cover,353.5743,KM2
5094,KHM,Preah Sihanouk,Shrubland,232.23842,KM2
5114,CMR,Centre,Tree cover,54523.630148000004,KM2
5119,CMR,Centre,Cropland,11716.64082,KM2
5144,CMR,Nord,Artificial surfaces,65.22769600000001,KM2
5149,CMR,Nord,Inland water,827.71164,KM2
5174,CMR,Ouest,Inland water,239.348548,KM2
5194,CMR,Littoral,Grassland,7.728399999999999,KM2
5199,CMR,Littoral,Cropland,5181.196644,KM2
5204,CMR,Littoral,Bare area,0.0,KM2
5239,CMR,Sud,Bare area,0.0,KM2
5259,CMR,Sud - Ouest,Shrubland,27.513104,KM2
5264,CMR,Sud - Ouest,Bare area,0.0,KM2
5269,CMR,Sud - Ouest,Inland water,156.036396,KM2
5289,CMR,Nord - Ouest,Wetland,1.313828,KM2
5294,CMR,Nord - Ouest,Shrubland,163.996648,KM2
5319,CPV,Santiago,Bare area,54.407936,KM2
5334,CPV,Santa Luzia,Sparse vegetation,1.15926,KM2
5339,CPV,Santa Luzia,Bare area,22.721496000000002,KM2
5359,CPV,Fogo,Cropland,19.784704,KM2
5364,CPV,Ilheu Raso,Grassland,0.0,KM2
5369,CPV,Ilheu Raso,Inland water,3.2459279999999997,KM2
5379,CPV,Sao Nicolau,Sparse vegetation,0.850124,KM2
5389,CPV,Maio,Cropland,4.405188,KM2
5394,CPV,Maio,Inland water,41.887927999999995,KM2
5414,CPV,Ilheu Branco,Wetland,0.0,KM2
5419,CPV,Ilheu Branco,Sparse vegetation,0.077284,KM2
5424,CPV,Ilheu Branco,Inland water,4.327904,KM2
5429,CPV,Brava,Wetland,0.0,KM2
5444,CPV,Sao Vicente,Artificial surfaces,4.173336,KM2
5449,CPV,Sao Vicente,Bare area,152.24948,KM2
5454,CPV,Cima,Wetland,0.0,KM2
5459,CPV,Cima,Bare area,0.0,KM2
5479,CPV,Santo Antao,Shrubland,267.325356,KM2
5484,CPV,Santo Antao,Inland water,13.91112,KM2
5494,CPV,Sal,Grassland,4.018768,KM2
5499,CPV,Sal,Wetland,0.0,KM2
5504,CPV,Sal,Cropland,0.618272,KM2
5529,CYM,Little Cayman,Tree cover,20.016556,KM2
5534,CYM,Little Cayman,Grassland,0.0,KM2
5539,CYM,Little Cayman,Shrubland,0.0,KM2
5544,CYM,Little Cayman,Cropland,2.31852,KM2
5554,CYM,Cayman Brac,Wetland,0.0,KM2
5559,CYM,Cayman Brac,Sparse vegetation,0.540988,KM2
5574,CYM,Grand Cayman,Cropland,33.154836,KM2
5579,CAF,Kémo,Cropland,283.400428,KM2
5589,CAF,Sangha-Mbaéré,Wetland,1.15926,KM2
5594,CAF,Basse-Kotto,Inland water,156.345532,KM2
5604,CAF,Lobaye,Grassland,912.105768,KM2
5609,CAF,Lobaye,Wetland,6.337288000000001,KM2
5619,CAF,Ouham Pendé,Tree cover,28265.309171999997,KM2
5624,CAF,Ouham Pendé,Wetland,0.0,KM2
5629,CAF,Ouham Pendé,Inland water,0.618272,KM2
5639,CAF,Haute-Kotto,Sparse vegetation,0.0,KM2
5664,CAF,Nana-Mambéré,Bare area,0.0,KM2
5674,CAF,Bamingui-Bangoran,Tree cover,51935.543556000004,KM2
5684,CAF,Mambéré-Kadéï,Sparse vegetation,0.0,KM2
5689,CAF,Mambéré-Kadéï,Cropland,1176.339764,KM2
5694,CAF,Mambéré-Kadéï,Bare area,0.0,KM2
5699,CAF,Mambéré-Kadéï,Inland water,34.314096,KM2
5709,CAF,Haut-Mbomou,Inland water,2.2412360000000002,KM2
5714,CAF,Ouham,Sparse vegetation,0.0,KM2
5739,CAF,Vakaga,Wetland,9.27408,KM2
5744,CAF,Vakaga,Sparse vegetation,0.0,KM2
5769,CAF,Ouaka,Shrubland,271.885112,KM2
5774,CAF,Ouaka,Artificial surfaces,6.800992,KM2
5784,TCD,Daraba,Tree cover,0.540988,KM2
5804,TCD,Lac Iro,Shrubland,12992.986079999999,KM2
5809,TCD,Lac Iro,Cropland,1521.33554,KM2
5814,TCD,Lac Iro,Inland water,140.966016,KM2
5819,TCD,Borkou,Tree cover,0.0,KM2
5824,TCD,Borkou,Sparse vegetation,1728.302092,KM2
5829,TCD,Borkou,Inland water,0.463704,KM2
5839,TCD,Logone Oriental,Tree cover,7632.722408,KM2
5844,TCD,Logone Oriental,Bare area,0.0,KM2
5879,TCD,Mayo-Boneye,Sparse vegetation,0.540988,KM2
5884,TCD,Mayo-Boneye,Bare area,0.0,KM2
5904,TCD,Kabia,Sparse vegetation,0.0,KM2
5909,TCD,Mandoul,Wetland,0.0,KM2
5929,TCD,Biltine,Cropland,3827.87652,KM2
5944,TCD,Kanem,Inland water,111.52081199999999,KM2
5949,TCD,Assongha,Grassland,3918.144232,KM2
5954,TCD,Assongha,Wetland,0.0,KM2
5959,TCD,Assongha,Artificial surfaces,0.77284,KM2
5984,TCD,Mayo-Dala,Tree cover,3120.496068,KM2
5989,TCD,Mayo-Dala,Shrubland,2435.759828,KM2
5994,TCD,Mayo-Dala,Cropland,6888.3229200000005,KM2
5999,TCD,Mayo-Dala,Artificial surfaces,1.236544,KM2
6004,TCD,Mayo-Dala,Bare area,0.0,KM2
6029,TCD,Sila,Shrubland,1546.6846919999998,KM2
6034,TCD,Sila,Cropland,18478.21798,KM2
6039,TCD,Sila,Artificial surfaces,2.7822240000000003,KM2
6044,TCD,Sila,Bare area,3.709632,KM2
6064,TCD,Mont De Lam,Tree cover,6137.895280000001,KM2
6069,TCD,Mont De Lam,Grassland,0.0,KM2
6074,TCD,Mont De Lam,Wetland,0.463704,KM2
6079,TCD,Mont De Lam,Shrubland,717.19552,KM2
6084,TCD,Mont De Lam,Artificial surfaces,0.077284,KM2
6089,TCD,Mont De Lam,Bare area,0.0,KM2
6094,TCD,Mont De Lam,Inland water,40.18768,KM2
6099,TCD,Guera,Sparse vegetation,0.0,KM2
6124,TCD,Tandjile Est,Tree cover,873.8501879999999,KM2
6129,TCD,Tandjile Est,Wetland,2.936792,KM2
6134,TCD,Tandjile Est,Cropland,3362.62684,KM2
6149,TCD,Barl El Gazal,Wetland,0.0,KM2
6154,TCD,Barl El Gazal,Bare area,21324.5877,KM2
6169,TCD,Ouaddai,Grassland,16889.64536,KM2
6174,TCD,Ouaddai,Cropland,18322.336152000003,KM2
6179,TCD,Ouaddai,Bare area,4.327904,KM2
6209,TCD,Ennedi,Wetland,7.1101280000000004,KM2
6214,TCD,Ennedi,Shrubland,804.9128599999999,KM2
6219,TCD,Ennedi,Cropland,71.255848,KM2
6224,TCD,Ennedi,Bare area,176933.21675999998,KM2
6239,TCD,Logone Occidental,Cropland,6880.671804,KM2
6244,TCD,Logone Occidental,Bare area,0.0,KM2
6249,TCD,Logone Occidental,Inland water,3.786916,KM2
6264,TCD,Barh Koh,Bare area,0.0,KM2
6269,TCD,Barh Koh,Inland water,470.8141279999999,KM2
6279,TCD,Baguirmi,Shrubland,6534.825904,KM2
6284,TCD,Baguirmi,Sparse vegetation,0.0,KM2
6289,TCD,Baguirmi,Inland water,416.17434,KM2
6299,TCD,Batha Est,Grassland,19016.810176,KM2
6309,TCD,Salamat,Tree cover,4284.315824,KM2
6314,TCD,Salamat,Cropland,18057.02018,KM2
6324,TCD,Hadjer Lamis,Grassland,3812.728856,KM2
6329,TCD,Hadjer Lamis,Cropland,14279.687396,KM2
6334,TCD,Hadjer Lamis,Inland water,182.85394399999998,KM2
6354,CHN,Anhui Sheng,Cropland,103064.93770799998,KM2
6359,CHN,Anhui Sheng,Artificial surfaces,4307.03732,KM2
6364,CHN,Anhui Sheng,Bare area,11.5926,KM2
6369,CHN,Anhui Sheng,Inland water,4820.666784,KM2
6384,CHN,Guangxi Zhuangzu Zizhiqu,Shrubland,4075.7263080000002,KM2
6404,CHN,Hebei Sheng,Tree cover,21875.081631999998,KM2
6409,CHN,Hebei Sheng,Sparse vegetation,51.548428,KM2
6414,CHN,Hebei Sheng,Bare area,13.833836,KM2
6424,CHN,Yunnan Sheng,Tree cover,219494.597536,KM2
6429,CHN,Yunnan Sheng,Grassland,23693.033164000004,KM2
6434,CHN,Yunnan Sheng,Sparse vegetation,3.8641999999999994,KM2
6454,CHN,Ningxia Huizu Zizhiqu,Grassland,36147.117912,KM2
6459,CHN,Ningxia Huizu Zizhiqu,Wetland,29.75434,KM2
6464,CHN,Ningxia Huizu Zizhiqu,Sparse vegetation,322.27428000000003,KM2
6469,CHN,Ningxia Huizu Zizhiqu,Bare area,346.23231999999996,KM2
6494,CHN,Shanghai Shi,Grassland,32.691132,KM2
6499,CHN,Shanghai Shi,Sparse vegetation,0.38642,KM2
6504,CHN,Shanghai Shi,Cropland,3705.999652,KM2
6524,CHN,Guizhou Sheng,Tree cover,69028.832256,KM2
6529,CHN,Guizhou Sheng,Cropland,100603.13317200002,KM2
6534,CHN,Guizhou Sheng,Bare area,0.154568,KM2
6549,CHN,Nei Mongol Zizhiqu,Grassland,410423.869412,KM2
6564,CHN,Sichuan Sheng,Grassland,144806.335244,KM2
6569,CHN,Liaoning Sheng,Wetland,1165.288152,KM2
6574,CHN,Liaoning Sheng,Inland water,2781.2965919999997,KM2
6609,CHN,Hunan Sheng,Wetland,1186.927672,KM2
6614,CHN,Hunan Sheng,Inland water,4602.030348,KM2
6624,CHN,Jiangsu Sheng,Shrubland,0.463704,KM2
6629,CHN,Jiangsu Sheng,Cropland,78670.24310800001,KM2
6634,CHN,Jiangsu Sheng,Bare area,2.2412360000000002,KM2
6654,CHN,Chongqing Shi,Sparse vegetation,0.0,KM2
6659,CHN,Chongqing Shi,Cropland,51733.600463999996,KM2
6674,CHN,Jiangxi Sheng,Tree cover,66296.611004,KM2
6679,CHN,Jiangxi Sheng,Shrubland,82.07560799999999,KM2
6684,CHN,Jiangxi Sheng,Sparse vegetation,11.20618,KM2
6689,CHN,Jiangxi Sheng,Inland water,4455.731736000001,KM2
6704,CHN,Tianjin Shi,Wetland,497.24525600000004,KM2
6709,CHN,Xizang Zizhiqu,Wetland,1694.83812,KM2
6714,CHN,Xizang Zizhiqu,Sparse vegetation,21502.109048000002,KM2
6719,CHN,Xizang Zizhiqu,Artificial surfaces,180.53542399999998,KM2
6724,CHN,Xizang Zizhiqu,Bare area,177499.476628,KM2
6729,CHN,Xizang Zizhiqu,Inland water,28536.421444000003,KM2
6744,CHN,Hainan Sheng,Cropland,17473.680548,KM2
6774,CHN,Fujian Sheng,Sparse vegetation,1.004692,KM2
6799,CHN,Qinghai Sheng,Grassland,513620.26720400003,KM2
6804,CHN,Qinghai Sheng,Bare area,114030.60990000001,KM2
6814,CHN,Gansu Sheng,Grassland,157440.414428,KM2
6819,CHN,Gansu Sheng,Cropland,85685.93006,KM2
6824,CHN,Gansu Sheng,Bare area,117202.422544,KM2
6839,CHN,Zhejiang Sheng,Wetland,36.246196000000005,KM2
6844,CHN,Zhejiang Sheng,Sparse vegetation,1.54568,KM2
6849,CHN,Zhejiang Sheng,Cropland,42020.160924,KM2
6854,CHN,Zhejiang Sheng,Bare area,2.163952,KM2
6874,CHN,Guangdong Sheng,Tree cover,71458.486648,KM2
6879,CHN,Guangdong Sheng,Sparse vegetation,1.3911120000000001,KM2
6894,CHN,Xinjiang Uygur Zizhiqu,Tree cover,17855.695359999998,KM2
6909,CHN,Beijing Shi,Grassland,1912.779,KM2
6914,CHN,Beijing Shi,Cropland,5508.339816000001,KM2
6919,CHN,Beijing Shi,Bare area,0.6955560000000001,KM2
6939,CHN,Shandong Sheng,Tree cover,1944.4654400000002,KM2
6944,CHN,Shandong Sheng,Bare area,26.508412000000003,KM2
6964,CHN,Shaanxi Sheng,Bare area,147.22602,KM2
6974,CHN,Hubei Sheng,Tree cover,72261.080988,KM2
6979,CHN,Hubei Sheng,Grassland,295.765868,KM2
6984,CHN,Hubei Sheng,Wetland,746.0997359999999,KM2
6989,CHN,Hubei Sheng,Cropland,103532.583192,KM2
6994,CHN,Hubei Sheng,Inland water,6353.285787999999,KM2
7034,COM,Moheli,Grassland,0.0,KM2
7039,COM,Moheli,Bare area,0.0,KM2
7044,COM,Moheli,Inland water,8.810376,KM2
7059,COM,Ngazidja,Grassland,9.737784000000001,KM2
7064,COM,Ngazidja,Bare area,0.0,KM2
7074,COM,Anjouan,Tree cover,372.81801600000006,KM2
7079,COM,Anjouan,Shrubland,0.0,KM2
7099,COG,Point-Noire,Wetland,0.38642,KM2
7104,COG,Point-Noire,Shrubland,52.398552,KM2
7114,COG,Cuvette-Ouest,Tree cover,24706.844676,KM2
7139,COG,Niari,Tree cover,18675.755884000002,KM2
7144,COG,Niari,Wetland,0.850124,KM2
7154,COG,Likouala,Cropland,651.040416,KM2
7159,COG,Likouala,Artificial surfaces,5.332596,KM2
7164,COG,Likouala,Bare area,2.936792,KM2
7179,COG,Kouilou,Cropland,2042.306984,KM2
7184,COG,Kouilou,Bare area,0.0,KM2
7189,COG,Kouilou,Inland water,196.842348,KM2
7204,COG,Cuvette,Wetland,303.648836,KM2
7209,COG,Cuvette,Bare area,1.081976,KM2
7219,COG,Lekoumou,Wetland,0.38642,KM2
7224,COG,Lekoumou,Shrubland,322.119712,KM2
7229,COG,Lekoumou,Sparse vegetation,0.0,KM2
7254,COG,Plateaux,Inland water,650.190292,KM2
7269,COG,Pool,Tree cover,23955.103208,KM2
7274,COG,Pool,Grassland,1487.021444,KM2
7279,COG,Pool,Wetland,78.134124,KM2
7284,COG,Pool,Cropland,7386.1091639999995,KM2
7289,COG,Pool,Inland water,274.28091600000005,KM2
7299,COG,Bouenza,Tree cover,3654.8376439999997,KM2
7304,COG,Bouenza,Shrubland,3391.3764880000003,KM2
7309,COG,Bouenza,Sparse vegetation,0.0,KM2
7314,COG,Bouenza,Artificial surfaces,17.466184,KM2
7319,COG,Bouenza,Bare area,0.0,KM2
7334,COG,Brazzaville,Artificial surfaces,138.029224,KM2
7344,COG,Sangha,Tree cover,56161.04625600001,KM2
7349,COG,Sangha,Sparse vegetation,0.0,KM2
7354,COG,Sangha,Cropland,1372.4092719999999,KM2
7359,COG,Sangha,Artificial surfaces,9.428648,KM2
7379,COK,Administrative unit not available,Shrubland,0.0,KM2
7384,COK,Administrative unit not available,Sparse vegetation,14.065688,KM2
7389,COK,Administrative unit not available,Cropland,101.62846,KM2
7394,COK,Administrative unit not available,Inland water,24.035324,KM2
7419,CIV,Lacs,Sparse vegetation,0.0,KM2
7424,CIV,Lacs,Artificial surfaces,92.35438,KM2
7444,CIV,Sassandra-Marahoue,Shrubland,393.916548,KM2
7449,CIV,Sassandra-Marahoue,Artificial surfaces,176.439372,KM2
7459,CIV,District autonome de Yamoussoukro,Tree cover,165.155908,KM2
7484,CIV,Vallee Du Bandama,Tree cover,19726.431864000002,KM2
7489,CIV,Vallee Du Bandama,Grassland,0.618272,KM2
7494,CIV,Vallee Du Bandama,Sparse vegetation,0.0,KM2
7499,CIV,Vallee Du Bandama,Artificial surfaces,124.04082,KM2
7504,CIV,Vallee Du Bandama,Inland water,175.35739600000002,KM2
7534,CIV,Lagunes,Grassland,0.0,KM2
7544,CIV,Zanzan,Shrubland,7600.3404120000005,KM2
7549,CIV,Zanzan,Sparse vegetation,0.0,KM2
7554,CIV,Zanzan,Artificial surfaces,57.963,KM2
7569,CIV,Savanes,Tree cover,16276.319535999999,KM2
7574,CIV,Savanes,Sparse vegetation,0.0,KM2
7579,CIV,Savanes,Bare area,0.0,KM2
7594,CIV,Bas Sassandra,Grassland,0.309136,KM2
7604,CIV,Denguele,Grassland,0.0,KM2
7609,CIV,Denguele,Shrubland,1927.694812,KM2
7614,CIV,Denguele,Sparse vegetation,0.0,KM2
7619,CIV,Denguele,Bare area,0.0,KM2
7624,CIV,Denguele,Inland water,0.154568,KM2
7634,CIV,Gôh-Djiboua,Wetland,0.231852,KM2
7639,CIV,Gôh-Djiboua,Shrubland,6.56914,KM2
7644,CIV,Gôh-Djiboua,Cropland,15412.052564000001,KM2
7654,CIV,Woroba,Shrubland,1461.285872,KM2
7659,CIV,Woroba,Artificial surfaces,38.564716,KM2
7664,CIV,District autonome de Abidjan,Artificial surfaces,363.389368,KM2
7674,CIV,Comoe,Tree cover,1351.619876,KM2
7679,CIV,Comoe,Bare area,0.0,KM2
7694,CIV,Montagnes,Wetland,7.573832,KM2
7699,CIV,Montagnes,Bare area,0.0,KM2
7714,CUB,Ciego De Avila,Tree cover,2303.372336,KM2
7719,CUB,Ciego De Avila,Shrubland,0.0,KM2
7724,CUB,Ciego De Avila,Inland water,455.35732799999994,KM2
7749,CUB,Camaguey,Sparse vegetation,4.173336,KM2
7754,CUB,Camaguey,Artificial surfaces,64.37757200000001,KM2
7759,CUB,Camaguey,Bare area,1.081976,KM2
7764,CUB,Camaguey,Inland water,896.648968,KM2
7779,CUB,Isla De La Juventud,Shrubland,0.77284,KM2
7794,CUB,Granma,Tree cover,3678.486548,KM2
7799,CUB,Granma,Wetland,97.06870400000001,KM2
7804,CUB,Granma,Shrubland,0.0,KM2
7809,CUB,Granma,Cropland,4378.834156,KM2
7814,CUB,Granma,Bare area,1.700248,KM2
7834,CUB,Villa Clara,Tree cover,2186.441644,KM2
7839,CUB,Villa Clara,Wetland,40.805952,KM2
7844,CUB,Villa Clara,Shrubland,0.0,KM2
7849,CUB,Villa Clara,Artificial surfaces,55.489912000000004,KM2
7854,CUB,Villa Clara,Bare area,3.0140759999999998,KM2
7859,CUB,Villa Clara,Inland water,396.62148799999994,KM2
7864,CUB,Holguin,Tree cover,3333.413488,KM2
7869,CUB,Holguin,Sparse vegetation,0.6955560000000001,KM2
7884,CUB,Cienfuegos,Tree cover,1426.121652,KM2
7889,CUB,Cienfuegos,Sparse vegetation,0.231852,KM2
7894,CUB,Cienfuegos,Cropland,2311.17802,KM2
7899,CUB,Cienfuegos,Bare area,0.0,KM2
7919,CUB,Las Tunas,Shrubland,0.0,KM2
7924,CUB,Las Tunas,Sparse vegetation,0.0,KM2
7939,CUB,Ciudad De La Habana,Tree cover,84.00770800000001,KM2
7944,CUB,Ciudad De La Habana,Grassland,54.330652,KM2
7949,CUB,Ciudad De La Habana,Wetland,0.540988,KM2
7974,CUB,La Habana,Shrubland,0.0,KM2
7994,CUB,Matanzas,Shrubland,4.096052,KM2
7999,CUB,Matanzas,Sparse vegetation,1.9320999999999997,KM2
8004,CUB,Matanzas,Cropland,4119.855472,KM2
8009,CUB,Matanzas,Bare area,6.800992,KM2
8014,CUB,Guantanamo,Tree cover,3880.970628,KM2
8019,CUB,Guantanamo,Wetland,459.530664,KM2
8024,CUB,Guantanamo,Cropland,1203.9301520000001,KM2
8029,CUB,Guantanamo,Bare area,0.0,KM2
8049,PRK,P'yongyang-si,Shrubland,38.642,KM2
8054,PRK,P'yongyang-si,Sparse vegetation,3.0140759999999998,KM2
8089,PRK,Hamgyong-namdo,Tree cover,13641.707976,KM2
8094,PRK,Hamgyong-namdo,Wetland,16.616059999999997,KM2
8119,PRK,Chagang-do,Tree cover,13303.204055999999,KM2
8124,PRK,Chagang-do,Grassland,6.337288000000001,KM2
8129,PRK,Chagang-do,Shrubland,44.670152,KM2
8134,PRK,Chagang-do,Sparse vegetation,1.468396,KM2
8139,PRK,Chagang-do,Artificial surfaces,52.16669999999999,KM2
8144,PRK,Chagang-do,Inland water,181.92653600000003,KM2
8159,PRK,P'yongan-namdo,Wetland,1.6229639999999999,KM2
8164,PRK,P'yongan-namdo,Shrubland,78.90696400000002,KM2
8174,PRK,Yanggang-do,Tree cover,10746.958472,KM2
8179,PRK,Yanggang-do,Wetland,13.679268,KM2
8184,PRK,Yanggang-do,Shrubland,21.021248,KM2
8189,PRK,Yanggang-do,Cropland,2951.785096,KM2
8194,PRK,Yanggang-do,Inland water,59.81781599999999,KM2
8209,PRK,Hamgyong-bukto,Tree cover,12171.148024,KM2
8214,PRK,Hamgyong-bukto,Shrubland,108.815872,KM2
8229,PRK,P'yongan-bukto,Tree cover,6125.297988,KM2
8234,PRK,P'yongan-bukto,Wetland,5.7963,KM2
8239,PRK,P'yongan-bukto,Sparse vegetation,18.780012,KM2
8244,PRK,P'yongan-bukto,Artificial surfaces,89.64944,KM2
8249,PRK,Hwanghae-namdo,Grassland,41.34694,KM2
8254,PRK,Hwanghae-namdo,Sparse vegetation,15.224948,KM2
8284,PRK,Kaesong-si,Bare area,2.7822240000000003,KM2
8289,PRK,Kaesong-si,Inland water,19.398283999999997,KM2
8319,COD,Orientale,Grassland,5496.901784,KM2
8329,COD,Sud-Kivu,Shrubland,1798.4759640000002,KM2
8339,COD,Nord-Kivu,Tree cover,38459.687044,KM2
8344,COD,Nord-Kivu,Bare area,281.39104399999997,KM2
8359,COD,Bas-Congo,Tree cover,18258.808704,KM2
8369,COD,Kinshasa,Tree cover,7052.010432,KM2
8374,COD,Kinshasa,Cropland,2927.054216,KM2
8379,COD,Kinshasa,Inland water,317.096252,KM2
8399,COD,Maniema,Tree cover,108957.30172,KM2
8404,COD,Maniema,Grassland,307.513036,KM2
8409,COD,Maniema,Sparse vegetation,0.0,KM2
8419,COD,Kasai Occidental,Grassland,435.340772,KM2
8424,COD,Kasai Occidental,Inland water,703.2071159999999,KM2
8449,COD,Katanga,Wetland,32214.753424000002,KM2
8454,COD,Katanga,Inland water,16920.558960000002,KM2
8484,COD,Equateur,Shrubland,1968.578048,KM2
8494,DJI,Tadjourah,Wetland,863.3395640000001,KM2
8499,DJI,Tadjourah,Shrubland,16.770628,KM2
8504,DJI,Tadjourah,Sparse vegetation,74.347208,KM2
8529,DJI,Djibouti,Wetland,10.04692,KM2
8534,DJI,Djibouti,Artificial surfaces,20.712111999999998,KM2
8539,DJI,Djibouti,Bare area,725.078488,KM2
8544,DJI,Djibouti,Inland water,6.800992,KM2
8579,DJI,Obock,Grassland,76.665728,KM2
8584,DJI,Obock,Wetland,35.241504,KM2
8594,DJI,Dikhil,Artificial surfaces,0.309136,KM2
8604,DMA,St. Peter,Tree cover,23.262484,KM2
8609,DMA,St. Peter,Artificial surfaces,0.0,KM2
8639,DMA,St. George,Shrubland,0.0,KM2
8644,DMA,St. George,Sparse vegetation,0.0,KM2
8664,DMA,St. Andrew,Wetland,0.0,KM2
8669,DMA,St. Andrew,Cropland,0.540988,KM2
8674,DMA,St. Andrew,Artificial surfaces,0.0,KM2
8679,DMA,St. Andrew,Inland water,2.086668,KM2
8699,DMA,St. Patrick,Sparse vegetation,0.0,KM2
8714,DMA,St. Mark,Artificial surfaces,0.0,KM2
8734,DMA,St. Joseph,Grassland,0.154568,KM2
8744,DMA,St. Luke,Wetland,0.0,KM2
8749,DMA,St. Luke,Bare area,0.0,KM2
8764,DMA,St. Paul,Shrubland,0.0,KM2
8769,DOM,Espaillat,Grassland,98.305248,KM2
8774,DOM,Espaillat,Bare area,0.0,KM2
8794,DOM,San Cristobal,Wetland,3.786916,KM2
8799,DOM,San Cristobal,Inland water,6.260004,KM2
8809,DOM,Baoruco,Grassland,80.76178,KM2
8814,DOM,Baoruco,Shrubland,8.11482,KM2
8829,DOM,Azua,Shrubland,0.309136,KM2
8834,DOM,Azua,Bare area,0.0,KM2
8854,DOM,Dajabon,Shrubland,0.0,KM2
8859,DOM,Dajabon,Cropland,444.228432,KM2
8864,DOM,Dajabon,Bare area,0.309136,KM2
8879,DOM,San Juan,Wetland,129.83712,KM2
8884,DOM,San Juan,Cropland,1439.4145,KM2
8889,DOM,San Juan,Bare area,0.0,KM2
8909,DOM,Distrito Nacional,Grassland,0.463704,KM2
8914,DOM,Distrito Nacional,Wetland,0.0,KM2
8919,DOM,Distrito Nacional,Artificial surfaces,80.37536,KM2
8929,DOM,Valverde,Inland water,0.0,KM2
8944,DOM,Maria Trinidad Sanches,Wetland,0.231852,KM2
8949,DOM,Maria Trinidad Sanches,Shrubland,0.0,KM2
8954,DOM,Maria Trinidad Sanches,Sparse vegetation,0.0,KM2
8959,DOM,Duarte,Wetland,0.0,KM2
8964,DOM,Duarte,Artificial surfaces,21.021248,KM2
8969,DOM,Santo Domingo,Tree cover,342.136268,KM2
8974,DOM,Santo Domingo,Grassland,53.712379999999996,KM2
8979,DOM,Santo Domingo,Artificial surfaces,210.367048,KM2
8984,DOM,Santo Domingo,Inland water,3.2459279999999997,KM2
8999,DOM,Pedernales,Shrubland,0.154568,KM2
9019,DOM,Sanchez Ramirez,Wetland,2.859508,KM2
9024,DOM,Sanchez Ramirez,Sparse vegetation,0.0,KM2
9029,DOM,Sanchez Ramirez,Cropland,515.0205760000001,KM2
9044,DOM,Hato Mayor,Tree cover,895.876128,KM2
9049,DOM,Hato Mayor,Grassland,88.567464,KM2
9064,DOM,Santiago Rodriguez,Grassland,52.93954,KM2
9099,DOM,San Pedro de Macoris,Grassland,297.466116,KM2
9114,DOM,El Seibo,Tree cover,865.735368,KM2
9139,DOM,La Romana,Grassland,252.33225999999996,KM2
9144,DOM,La Romana,Artificial surfaces,27.744956000000002,KM2
9154,DOM,La Altagracia,Artificial surfaces,25.812856000000004,KM2
9159,DOM,La Altagracia,Inland water,19.70742,KM2
9179,DOM,Samana,Sparse vegetation,0.0,KM2
9184,DOM,Samana,Cropland,72.183256,KM2
9204,DOM,Elias Pina,Bare area,0.0,KM2
9214,DOM,San José de Ocoa,Shrubland,0.0,KM2
9219,DOM,San José de Ocoa,Inland water,1.7775320000000001,KM2
9224,DOM,Monsenor Nouel,Grassland,3.8641999999999994,KM2
9229,DOM,Monsenor Nouel,Shrubland,0.0,KM2
